                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.80418,                0.51018,                0.98806,                0.95083,                0.91503,                0.95031,                 0.7586,                0.79261,                0.43699,                 1.0047,              0.0050896,              0.0050896,              0.0050896
                    126,                 0.8152,                0.51171,                0.98619,                0.96344,                0.91099,                0.95066,                0.76036,                0.79335,                0.43882,                0.99371,                0.00505,                0.00505,                0.00505
                    127,                0.80419,                0.51082,                0.99102,                0.95031,                0.90912,                0.94821,                0.76001,                0.78942,                0.44114,                 1.0008,              0.0050104,              0.0050104,              0.0050104
                    128,                0.79901,                0.50609,                0.98518,                0.94118,                0.91684,                0.94984,                0.75974,                0.78625,                0.44201,                0.99937,              0.0049708,              0.0049708,              0.0049708
                    129,                0.80836,                0.50508,                0.98911,                0.94203,                0.90866,                0.94689,                0.75287,                0.79509,                0.44477,                 0.9998,              0.0049312,              0.0049312,              0.0049312
                    130,                0.79526,                0.49718,                0.98655,                0.96343,                0.90622,                0.95224,                0.76014,                0.78476,                0.42914,                0.99194,              0.0048916,              0.0048916,              0.0048916
                    131,                0.79249,                0.50015,                0.98141,                0.95428,                0.91241,                0.95268,                0.76134,                0.79282,                0.43366,                0.99627,               0.004852,               0.004852,               0.004852
                    132,                0.80025,                0.50548,                0.98322,                0.95716,                0.90953,                0.95034,                0.76073,                0.77863,                 0.4298,                 0.9897,              0.0048124,              0.0048124,              0.0048124
                    133,                0.78465,                0.49454,                0.97862,                0.95385,                 0.9079,                0.95007,                0.76012,                0.79192,                0.44205,                  1.001,              0.0047728,              0.0047728,              0.0047728
                    134,                0.78513,                0.49516,                0.97729,                0.96348,                0.90872,                0.95195,                0.76213,                0.78133,                0.43754,                 0.9953,              0.0047332,              0.0047332,              0.0047332
                    135,                 0.7796,                0.48518,                0.97638,                0.95182,                0.91992,                0.95246,                0.75892,                0.79924,                0.43445,                 1.0047,              0.0046936,              0.0046936,              0.0046936
                    136,                0.78986,                0.49588,                0.98588,                0.96324,                0.90572,                0.95198,                0.76709,                0.76422,                0.41823,                0.98099,               0.004654,               0.004654,               0.004654
                    137,                0.79028,                0.49329,                0.98293,                0.94782,                0.91311,                0.94987,                0.76224,                0.77936,                0.42639,                0.98948,              0.0046144,              0.0046144,              0.0046144
                    138,                0.78289,                0.49655,                 0.9826,                0.95764,                0.89863,                0.94724,                0.75925,                0.77814,                0.43921,                0.98576,              0.0045748,              0.0045748,              0.0045748
                    139,                0.78719,                0.49092,                 0.9779,                0.95141,                0.91235,                0.95286,                0.76859,                0.76067,                0.42373,                0.97822,              0.0045352,              0.0045352,              0.0045352
                    140,                0.77178,                0.48446,                0.97295,                0.96548,                0.90936,                0.95412,                0.76783,                0.77475,                 0.4262,                0.98938,              0.0044956,              0.0044956,              0.0044956
                    141,                0.77956,                 0.4912,                0.97827,                0.95689,                0.91684,                0.95015,                0.76346,                 0.7776,                0.43085,                0.99626,               0.004456,               0.004456,               0.004456
                    142,                0.78089,                0.48894,                0.97881,                0.95778,                0.91505,                0.95344,                0.76627,                0.77474,                0.42728,                0.99285,              0.0044164,              0.0044164,              0.0044164
                    143,                0.77627,                0.48884,                0.97635,                 0.9516,                0.91771,                0.95157,                0.76423,                0.77664,                0.43555,                0.99375,              0.0043768,              0.0043768,              0.0043768
                    144,                0.78343,                0.49164,                 0.9828,                0.96805,                0.90853,                0.95127,                0.76898,                0.76134,                0.42726,                0.98068,              0.0043372,              0.0043372,              0.0043372
                    145,                 0.7815,                0.48982,                0.97809,                0.95812,                0.92148,                0.95285,                0.77016,                0.76443,                0.42149,                0.98594,              0.0042976,              0.0042976,              0.0042976
                    146,                0.76819,                0.47905,                0.97244,                0.95459,                  0.924,                0.95183,                0.76742,                0.76916,                0.41427,                0.99127,               0.004258,               0.004258,               0.004258
                    147,                0.76798,                0.48307,                0.96923,                0.95514,                0.91434,                0.95142,                0.77018,                0.77082,                0.42813,                0.98795,              0.0042184,              0.0042184,              0.0042184
                    148,                0.76334,                0.48188,                   0.97,                 0.9668,                0.91095,                0.95428,                0.76863,                0.76931,                0.43455,                0.98428,              0.0041788,              0.0041788,              0.0041788
                    149,                0.76541,                0.47778,                0.96911,                0.95843,                0.91623,                0.95433,                0.77222,                0.76482,                0.42389,                0.97759,              0.0041392,              0.0041392,              0.0041392
                    150,                0.76686,                0.47565,                 0.9715,                0.96415,                0.91422,                0.95381,                0.76953,                0.77891,                0.41768,                0.98906,              0.0040996,              0.0040996,              0.0040996
                    151,                0.76239,                0.47424,                0.96909,                0.96211,                0.91734,                0.95345,                0.77493,                0.77458,                0.42382,                0.98914,                0.00406,                0.00406,                0.00406
                    152,                0.75782,                0.47764,                 0.9701,                0.95745,                0.92607,                0.95526,                0.77472,                0.77793,                0.41087,                0.99188,              0.0040204,              0.0040204,              0.0040204
                    153,                0.76468,                0.47474,                0.97067,                0.96591,                0.91325,                0.95458,                0.77036,                0.77461,                0.42439,                 0.9908,              0.0039808,              0.0039808,              0.0039808
                    154,                0.75666,                0.47061,                0.96447,                 0.9627,                0.92316,                0.95118,                0.77316,                0.77233,                0.41656,                0.99424,              0.0039412,              0.0039412,              0.0039412
                    155,                0.76302,                0.47457,                0.96913,                0.95479,                 0.9194,                0.94994,                 0.7724,                 0.7634,                0.42244,                0.98925,              0.0039016,              0.0039016,              0.0039016
                    156,                0.75477,                0.46699,                0.96541,                0.95566,                0.92122,                0.95406,                0.77229,                0.75315,                0.41529,                0.98376,               0.003862,               0.003862,               0.003862
                    157,                0.75974,                0.46935,                0.96617,                 0.9583,                0.91679,                0.95235,                0.76883,                 0.7615,                0.41826,                0.98487,              0.0038224,              0.0038224,              0.0038224
                    158,                0.75564,                0.47085,                 0.9663,                0.96294,                0.91368,                0.95296,                0.77014,                0.76277,                0.41664,                 0.9841,              0.0037828,              0.0037828,              0.0037828
                    159,                0.74619,                0.47042,                0.96381,                0.96025,                0.91386,                0.95493,                0.77053,                0.75989,                0.40981,                0.98242,              0.0037432,              0.0037432,              0.0037432
                    160,                0.75234,                0.47221,                0.96553,                0.95548,                0.92339,                 0.9532,                 0.7692,                0.77106,                0.41874,                0.99493,              0.0037036,              0.0037036,              0.0037036
                    161,                0.75169,                0.46923,                0.96877,                0.95803,                0.92011,                0.95357,                 0.7727,                 0.7621,                0.41397,                0.99398,               0.003664,               0.003664,               0.003664
                    162,                0.74906,                0.46882,                0.96592,                0.95973,                0.92193,                0.95606,                0.77662,                0.75626,                  0.421,                0.99187,              0.0036244,              0.0036244,              0.0036244
                    163,                0.74788,                0.46021,                0.96214,                0.96514,                0.92266,                0.95818,                0.77642,                 0.7534,                0.40548,                0.98429,              0.0035848,              0.0035848,              0.0035848
                    164,                0.75732,                0.47744,                0.96809,                0.96155,                0.91541,                0.95474,                0.77568,                0.75445,                0.41631,                0.98799,              0.0035452,              0.0035452,              0.0035452
                    165,                0.74288,                0.46327,                0.96258,                0.97135,                0.91362,                0.95743,                 0.7772,                0.74439,                0.41463,                 0.9826,              0.0035056,              0.0035056,              0.0035056
                    166,                 0.7534,                0.46778,                0.96558,                0.96751,                0.91596,                0.95618,                0.78004,                0.74611,                0.41085,                0.98871,               0.003466,               0.003466,               0.003466
                    167,                0.73725,                0.45561,                0.95979,                 0.9682,                0.91461,                0.95597,                0.77864,                0.74918,                0.40929,                0.98711,              0.0034264,              0.0034264,              0.0034264
                    168,                0.73903,                0.46148,                0.95838,                0.95806,                0.91984,                0.95463,                 0.7775,                0.74335,                0.41071,                0.97818,              0.0033868,              0.0033868,              0.0033868
                    169,                0.72243,                 0.4506,                0.95353,                0.95943,                0.92629,                0.95666,                0.77872,                0.74372,                 0.4162,                0.97505,              0.0033472,              0.0033472,              0.0033472
                    170,                0.73553,                 0.4554,                0.95791,                0.96489,                0.92151,                0.95737,                0.77953,                0.74598,                0.41493,                0.98204,              0.0033076,              0.0033076,              0.0033076
                    171,                0.73556,                0.45805,                0.95932,                 0.9647,                 0.9169,                0.95426,                0.77602,                0.74973,                0.41551,                0.98426,               0.003268,               0.003268,               0.003268
                    172,                0.72967,                0.45452,                0.95808,                0.96168,                0.91586,                0.95306,                0.77454,                 0.7529,                0.41637,                0.98292,              0.0032284,              0.0032284,              0.0032284
                    173,                 0.7424,                0.46226,                0.96105,                0.96123,                 0.9188,                0.95483,                0.77833,                0.74905,                0.41166,                0.97755,              0.0031888,              0.0031888,              0.0031888
                    174,                0.72777,                0.45376,                0.95678,                0.97078,                 0.9158,                0.95659,                0.78109,                0.75628,                 0.4034,                0.98443,              0.0031492,              0.0031492,              0.0031492
                    175,                 0.7249,                 0.4522,                0.95624,                0.95877,                0.92604,                 0.9574,                0.78129,                0.75242,                0.41034,                0.98294,              0.0031096,              0.0031096,              0.0031096
                    176,                 0.7314,                0.45406,                0.95666,                0.96732,                0.92175,                0.95873,                0.78457,                0.73638,                0.40556,                0.97228,                0.00307,                0.00307,                0.00307
                    177,                0.72879,                0.45574,                0.95797,                0.96132,                0.92733,                0.95727,                 0.7838,                0.73735,                0.40588,                0.97435,              0.0030304,              0.0030304,              0.0030304
                    178,                0.72567,                0.44947,                0.94851,                0.96398,                0.92299,                0.95834,                0.78216,                0.74143,                0.40706,                0.97342,              0.0029908,              0.0029908,              0.0029908
                    179,                0.72666,                0.45224,                0.96075,                0.96461,                0.92701,                0.95767,                0.78247,                0.74862,                0.40483,                0.97961,              0.0029512,              0.0029512,              0.0029512
                    180,                0.72585,                0.44878,                0.95254,                0.96309,                0.92466,                0.95878,                 0.7816,                0.74977,                0.40756,                0.98134,              0.0029116,              0.0029116,              0.0029116
                    181,                0.72282,                0.44409,                0.95078,                0.96081,                0.92696,                0.95805,                0.77989,                0.75338,                0.40713,                 0.9815,               0.002872,               0.002872,               0.002872
                    182,                0.71955,                0.44527,                0.94976,                0.96136,                0.92406,                0.95795,                0.78169,                0.74633,                0.40807,                0.97876,              0.0028324,              0.0028324,              0.0028324
                    183,                0.71595,                0.44485,                0.95238,                0.95572,                0.92873,                0.95752,                0.78518,                0.74464,                0.40867,                0.97748,              0.0027928,              0.0027928,              0.0027928
                    184,                0.71583,                 0.4415,                0.95087,                0.95966,                0.92695,                0.95776,                0.78241,                0.74186,                0.41131,                0.97719,              0.0027532,              0.0027532,              0.0027532
                    185,                0.71134,                0.43997,                0.94835,                0.96371,                0.91601,                0.95426,                 0.7788,                0.74565,                0.40972,                0.97885,              0.0027136,              0.0027136,              0.0027136
                    186,                0.70667,                0.43978,                0.94745,                0.96297,                0.91935,                0.95671,                0.78099,                0.74692,                0.40818,                0.97948,               0.002674,               0.002674,               0.002674
                    187,                0.72012,                0.44553,                0.95437,                0.96116,                0.92106,                0.95921,                0.78192,                  0.745,                0.40741,                0.98057,              0.0026344,              0.0026344,              0.0026344
                    188,                 0.7152,                0.44542,                0.95159,                0.95929,                0.92086,                0.95825,                0.78342,                0.73805,                0.40782,                0.97567,              0.0025948,              0.0025948,              0.0025948
                    189,                0.71817,                0.44367,                0.95472,                0.95737,                0.92046,                0.95823,                0.78447,                0.73499,                0.40524,                0.97278,              0.0025552,              0.0025552,              0.0025552
                    190,                0.70501,                0.43394,                0.94858,                0.96501,                0.92126,                0.95759,                0.78356,                0.73913,                0.40584,                0.97051,              0.0025156,              0.0025156,              0.0025156
                    191,                0.70013,                0.43319,                0.94394,                0.96263,                0.92196,                  0.957,                0.78289,                 0.7405,                0.39932,                0.97314,               0.002476,               0.002476,               0.002476
                    192,                0.71554,                 0.4432,                0.95517,                0.96051,                0.92236,                0.95655,                 0.7826,                0.74259,                0.40417,                0.97483,              0.0024364,              0.0024364,              0.0024364
                    193,                0.70897,                0.44015,                0.95195,                 0.9706,                0.91732,                0.95776,                0.78454,                0.74444,                0.39978,                0.97752,              0.0023968,              0.0023968,              0.0023968
                    194,                0.70066,                0.43125,                0.94599,                0.95549,                0.93329,                0.95902,                0.78635,                0.74129,                0.39387,                  0.974,              0.0023572,              0.0023572,              0.0023572
                    195,                0.71255,                0.44098,                0.94958,                0.96882,                0.91835,                0.95969,                0.78687,                0.74021,                0.39143,                0.97492,              0.0023176,              0.0023176,              0.0023176
                    196,                0.69994,                0.43038,                0.93916,                0.95353,                0.93555,                0.95928,                0.78732,                0.73803,                0.39183,                0.97289,               0.002278,               0.002278,               0.002278
                    197,                0.70441,                0.43355,                 0.9476,                0.96467,                0.92247,                0.95871,                0.78418,                0.74323,                0.39183,                0.97598,              0.0022384,              0.0022384,              0.0022384
                    198,                0.69903,                0.43117,                0.94213,                0.96607,                0.92436,                0.96053,                0.78429,                0.74192,                0.39255,                0.97552,              0.0021988,              0.0021988,              0.0021988
                    199,                0.69515,                0.42752,                0.94373,                0.96824,                0.92293,                0.95808,                0.78475,                0.73781,                0.39328,                0.97387,              0.0021592,              0.0021592,              0.0021592
                    200,                0.69797,                0.43202,                  0.949,                0.95897,                0.92473,                0.95807,                0.78415,                0.73672,                0.39479,                0.97581,              0.0021196,              0.0021196,              0.0021196
                    201,                0.69554,                0.43213,                 0.9459,                0.96755,                0.92088,                 0.9573,                0.78572,                0.73488,                0.39583,                  0.975,                0.00208,                0.00208,                0.00208
                    202,                0.69581,                0.42918,                0.94365,                0.95993,                0.92986,                 0.9567,                 0.7868,                0.73685,                0.39503,                0.97608,              0.0020404,              0.0020404,              0.0020404
                    203,                0.69233,                0.42767,                0.94513,                0.95675,                0.93104,                0.95621,                 0.7868,                0.73265,                0.39606,                0.97655,              0.0020008,              0.0020008,              0.0020008
                    204,                0.69211,                0.42553,                0.93999,                0.95526,                0.92973,                0.95639,                0.78629,                0.73232,                0.39383,                0.97402,              0.0019612,              0.0019612,              0.0019612
                    205,                0.69277,                 0.4269,                0.94145,                0.96182,                0.92306,                 0.9583,                0.78782,                0.72863,                0.39193,                0.97092,              0.0019216,              0.0019216,              0.0019216
                    206,                0.69334,                 0.4277,                0.94522,                0.96315,                0.92166,                0.95839,                0.78848,                0.72467,                0.39258,                0.96815,               0.001882,               0.001882,               0.001882
                    207,                0.68318,                  0.426,                0.93914,                0.95654,                0.92862,                0.95734,                0.78736,                0.72225,                0.39218,                0.96713,              0.0018424,              0.0018424,              0.0018424
                    208,                0.68068,                0.42247,                0.93829,                0.95422,                0.92721,                0.95524,                0.78688,                0.72218,                0.39542,                0.96962,              0.0018028,              0.0018028,              0.0018028
                    209,                0.69163,                 0.4256,                0.94059,                0.96215,                0.92197,                0.95545,                0.78611,                0.72759,                0.39982,                 0.9734,              0.0017632,              0.0017632,              0.0017632
                    210,                0.68335,                 0.4228,                0.93932,                0.96401,                0.92234,                0.95463,                 0.7858,                0.72884,                0.40174,                0.97282,              0.0017236,              0.0017236,              0.0017236
                    211,                0.67933,                0.42274,                0.93898,                0.96395,                0.92298,                 0.9551,                0.78675,                0.72572,                0.39995,                0.97044,               0.001684,               0.001684,               0.001684
                    212,                0.67805,                0.42156,                0.93593,                0.96182,                0.92482,                0.95618,                0.78843,                 0.7237,                0.39432,                0.97014,              0.0016444,              0.0016444,              0.0016444
                    213,                0.68256,                0.42082,                0.93871,                 0.9655,                0.92559,                0.95882,                0.79015,                0.72394,                0.38996,                0.96825,              0.0016048,              0.0016048,              0.0016048
                    214,                0.67101,                0.41935,                0.93498,                0.96607,                 0.9239,                0.95913,                0.79009,                0.72463,                0.38838,                0.96824,              0.0015652,              0.0015652,              0.0015652
                    215,                0.67843,                0.41889,                0.93564,                0.96471,                0.92337,                0.95847,                0.78922,                  0.723,                0.38766,                0.96587,              0.0015256,              0.0015256,              0.0015256
                    216,                0.66963,                0.41241,                0.93363,                0.96236,                0.92417,                0.95841,                0.79008,                0.72291,                0.38703,                 0.9669,               0.001486,               0.001486,               0.001486
                    217,                0.67598,                0.41685,                0.93846,                0.96598,                0.91897,                0.95766,                0.78978,                0.72655,                0.38605,                0.97033,              0.0014464,              0.0014464,              0.0014464
                    218,                 0.6692,                0.41146,                0.93442,                0.96716,                0.91974,                0.95781,                0.78977,                0.72668,                0.38838,                 0.9688,              0.0014068,              0.0014068,              0.0014068
                    219,                0.66737,                0.41249,                0.93543,                0.96803,                0.92071,                0.95728,                0.78999,                0.72772,                0.38929,                0.96874,              0.0013672,              0.0013672,              0.0013672
                    220,                0.66642,                0.41484,                0.93315,                0.96263,                0.92254,                0.95725,                0.78961,                0.72704,                0.39028,                0.96933,              0.0013276,              0.0013276,              0.0013276
                    221,                0.67082,                0.41446,                0.93525,                0.96837,                0.91599,                0.95738,                0.79059,                0.72857,                0.38894,                0.97128,               0.001288,               0.001288,               0.001288
                    222,                0.66938,                0.41488,                0.93282,                 0.9691,                0.91514,                0.95772,                0.79065,                0.72847,                0.38637,                0.97205,              0.0012484,              0.0012484,              0.0012484
                    223,                0.67511,                0.41205,                0.93183,                0.95855,                0.92495,                 0.9573,                0.79089,                 0.7307,                0.38462,                0.97411,              0.0012088,              0.0012088,              0.0012088
                    224,                0.66802,                0.41012,                0.93165,                 0.9739,                0.91458,                0.95785,                 0.7895,                0.72866,                0.38423,                0.97253,              0.0011692,              0.0011692,              0.0011692
                    225,                0.66238,                0.40583,                0.93216,                0.96135,                0.92582,                0.95801,                0.78952,                 0.7318,                0.38502,                0.97414,              0.0011296,              0.0011296,              0.0011296
                    226,                0.66915,                 0.4132,                0.93584,                0.95998,                0.92979,                0.95828,                0.78888,                0.73163,                0.38375,                0.97457,                0.00109,                0.00109,                0.00109
                    227,                0.66321,                0.40736,                0.93283,                0.95855,                0.93098,                0.95784,                0.78883,                0.73091,                0.38393,                  0.973,              0.0010504,              0.0010504,              0.0010504
                    228,                0.66384,                0.40983,                0.93188,                0.96028,                0.93157,                0.95834,                0.78929,                0.73003,                0.38424,                0.97296,              0.0010108,              0.0010108,              0.0010108
                    229,                0.65647,                0.40349,                0.92905,                0.96038,                0.93071,                 0.9575,                0.78934,                0.73142,                0.38512,                0.97312,              0.0009712,              0.0009712,              0.0009712
                    230,                 0.6533,                0.40261,                0.92923,                0.96259,                0.92973,                  0.957,                0.78905,                0.72974,                0.38732,                0.97306,              0.0009316,              0.0009316,              0.0009316
                    231,                 0.6535,                0.40297,                0.93032,                0.96788,                0.92861,                0.95763,                0.79033,                  0.729,                0.38799,                0.97271,               0.000892,               0.000892,               0.000892
                    232,                0.65295,                0.40034,                0.92704,                 0.9719,                0.92534,                0.95768,                0.79027,                0.73025,                0.38765,                 0.9716,              0.0008524,              0.0008524,              0.0008524
                    233,                0.65239,                0.40418,                0.92762,                0.96525,                0.92586,                0.95742,                0.79085,                  0.729,                0.38859,                0.97116,              0.0008128,              0.0008128,              0.0008128
                    234,                0.65235,                 0.4026,                0.92712,                0.96342,                0.92965,                0.95734,                0.79057,                0.72732,                0.38532,                0.96962,              0.0007732,              0.0007732,              0.0007732
                    235,                0.65078,                0.40064,                0.92818,                0.96575,                 0.9282,                0.95731,                0.79095,                0.72666,                 0.3858,                0.96979,              0.0007336,              0.0007336,              0.0007336
                    236,                0.65099,                0.40285,                0.92964,                 0.9698,                0.92357,                 0.9572,                0.79152,                0.72526,                0.38541,                0.96923,               0.000694,               0.000694,               0.000694
                    237,                0.65127,                0.39829,                0.92644,                0.96994,                0.92275,                0.95764,                0.79111,                 0.7258,                0.38529,                0.96964,              0.0006544,              0.0006544,              0.0006544
                    238,                0.64471,                0.39734,                0.92542,                0.96865,                0.92324,                0.95783,                0.79198,                 0.7254,                0.38478,                0.96913,              0.0006148,              0.0006148,              0.0006148
                    239,                0.64901,                0.39853,                0.92993,                0.97055,                0.92295,                0.95832,                0.79299,                0.72435,                0.38423,                0.96892,              0.0005752,              0.0005752,              0.0005752
                    240,                0.64482,                0.39712,                0.92479,                0.97117,                0.92269,                0.95812,                0.79308,                0.72456,                0.38496,                0.96916,              0.0005356,              0.0005356,              0.0005356
                    241,                0.57529,                0.32425,                 0.8845,                0.97308,                0.92074,                0.95838,                0.79133,                0.72385,                0.38467,                0.97048,               0.000496,               0.000496,               0.000496
                    242,                0.56363,                0.31734,                0.88029,                0.97148,                 0.9209,                 0.9586,                0.79059,                0.72489,                0.38414,                0.97194,              0.0004564,              0.0004564,              0.0004564
                    243,                0.56358,                0.31889,                0.87996,                0.97023,                  0.923,                0.95831,                0.79042,                0.72585,                 0.3841,                0.97254,              0.0004168,              0.0004168,              0.0004168
                    244,                0.55507,                0.31283,                0.87667,                0.96855,                0.92224,                0.95905,                0.79011,                0.72772,                0.38292,                  0.973,              0.0003772,              0.0003772,              0.0003772
                    245,                 0.5541,                0.31589,                 0.8788,                0.97068,                0.92115,                0.95865,                0.78981,                0.72897,                 0.3816,                0.97378,              0.0003376,              0.0003376,              0.0003376
                    246,                0.55666,                 0.3135,                0.87841,                0.97158,                0.92039,                0.95893,                 0.7901,                 0.7294,                0.38098,                0.97421,               0.000298,               0.000298,               0.000298
                    247,                0.55065,                 0.3123,                0.87528,                0.97189,                0.91922,                0.95919,                0.78968,                0.72937,                0.38056,                0.97412,              0.0002584,              0.0002584,              0.0002584
                    248,                0.55086,                0.30864,                0.87409,                0.97213,                0.91945,                0.95887,                0.79001,                0.72992,                0.37974,                0.97472,              0.0002188,              0.0002188,              0.0002188
                    249,                0.54808,                0.30927,                0.87531,                0.97287,                0.92017,                0.95861,                0.79026,                0.72942,                0.37923,                0.97442,              0.0001792,              0.0001792,              0.0001792
                    250,                0.54851,                 0.3088,                0.87792,                0.97233,                0.91916,                0.95747,                0.79001,                0.72925,                0.37911,                0.97481,              0.0001396,              0.0001396,              0.0001396
